date;Deutschland/Luxemburg [€/MWh] Original resolutions;∅ Anrainer DE/LU [€/MWh] Original resolutions;Belgien [€/MWh] Original resolutions;Dänemark 1 [€/MWh] Original resolutions;Dänemark 2 [€/MWh] Original resolutions;Frankreich [€/MWh] Original resolutions;Niederlande [€/MWh] Original resolutions;Norwegen 2 [€/MWh] Original resolutions;Österreich [€/MWh] Original resolutions;Polen [€/MWh] Original resolutions;Schweden 4 [€/MWh] Original resolutions;Schweiz [€/MWh] Original resolutions;Tschechien [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Italien (Nord) [€/MWh] Original resolutions;Slowenien [€/MWh] Original resolutions;Ungarn [€/MWh] Original resolutions
2021-01-08 04:00:00;46,81;47,09;44,51;45,69;45,69;50,86;43,83;45,69;47,6;46,23;45,69;55,31;46,87;-;50,86;47,6;45,28
2021-01-08 05:00:00;51,57;51,75;48,8;50,33;50,33;56,45;48,17;50,33;52,52;50,33;50,33;57,93;53,78;-;56,45;52,52;53,78
2021-01-08 06:00:00;60,67;60,7;55,41;59,71;59,71;65,75;57,73;59,64;61,69;59,71;59,71;63,6;65,00;-;65,22;61,69;66,43
2021-01-08 07:00:00;79,56;77,45;71,92;79,56;79,56;86,93;74,9;77,38;81,07;63,68;79,56;79,41;78,00;-;81,07;81,07;83,5
2021-01-08 08:00:00;103,54;98,87;103,54;103,54;103,54;103,54;103,54;103,54;103,54;64,46;103,54;98,2;96,61;-;103,54;103,54;97,95
2021-01-08 09:00:00;110,45;103,62;110,45;107,8;107,8;110,45;110,45;107,8;110,45;64,8;107,8;102,03;100,00;-;110,45;110,45;100,04
2021-01-08 10:00:00;109,96;102,85;109,96;107,32;107,32;109,96;109,96;107,32;109,96;62,39;107,32;101,08;98,77;-;109,96;109,96;99,72
2021-01-08 11:00:00;106,82;100,71;106,82;104,26;104,26;106,82;106,82;104,26;106,82;64,31;104,26;100,74;98,45;-;106,82;106,82;98,45
2021-01-08 12:00:00;102,37;97,28;102,37;99,91;99,91;102,37;102,37;99,91;102,37;65,88;99,91;97,7;97,4;-;95,00;95,00;97,4
2021-01-08 13:00:00;97,61;93,06;97,61;95,27;95,27;97,61;97,61;95,27;97,61;67,37;95,27;92,61;92,18;-;88,1;88,1;92,18
2021-01-08 14:00:00;95,00;89,95;95,00;92,72;92,72;95,00;95,00;92,72;95,00;64,77;92,72;85,9;87,95;-;95,00;95,00;87,95
2021-01-08 15:00:00;95,42;90,91;95,42;95,42;95,42;95,42;95,42;95,42;95,42;63,79;95,42;85,82;87,00;-;95,42;95,42;87,00
2021-01-08 16:00:00;95,00;91,38;95,00;95,00;95,00;95,00;95,00;95,00;95,00;64,54;95,00;90,61;90,01;-;95,00;95,00;90,01
2021-01-08 17:00:00;110,00;103,69;110,00;110,00;110,00;110,00;110,00;110,00;110,00;63,18;110,00;97,45;100,00;-;110,00;110,00;100,00
2021-01-08 18:00:00;102,41;97,83;118,8;99,95;99,95;113,37;87,44;99,95;102,41;62,77;99,95;96,00;95,5;-;102,41;102,41;95,5
2021-01-08 19:00:00;88,05;84,2;114,89;80,12;80,12;114,89;56,81;80,12;90,45;62,16;80,12;85,42;81,07;-;83,06;83,06;81,07
2021-01-08 20:00:00;64,24;67,67;88,06;64,24;64,24;88,06;45,1;61,48;70,00;61,48;61,48;70,26;70,00;-;70,00;70,00;70,00
2021-01-08 21:00:00;59,43;62,73;78,5;59,43;59,43;78,37;44,88;59,43;63,97;59,43;59,43;64,35;62,79;-;64,06;63,97;62,79
2021-01-08 22:00:00;57,6;58,49;70,00;56,22;56,22;65,6;46,26;56,22;59,41;56,22;56,22;61,51;59,52;-;61,42;59,41;59,52
2021-01-08 23:00:00;51,75;55,95;84,43;51,75;51,75;69,27;43,2;50,48;56,11;50,48;50,48;58,4;49,1;-;58,3;41,73;49,1
2021-01-09 00:00:00;54,73;53,42;67,69;50,67;50,67;61,9;50,67;47,58;56,22;47,58;47,58;60,08;47,01;-;61,9;52,00;47,01
2021-01-09 01:00:00;52,39;51,28;53,34;48,6;48,6;58,38;48,6;47,04;53,46;49,63;47,04;58,35;51,01;-;58,38;37,00;32,51
2021-01-09 02:00:00;51,67;50,52;52,68;48,02;48,02;55,96;48,02;46,48;52,46;49,58;46,48;56,15;51,9;-;55,96;20,98;30,04
2021-01-09 03:00:00;50,88;50,04;52,81;49,25;49,25;51,88;49,25;47,67;51,09;48,69;47,67;52,17;50,74;-;51,88;7,07;16,6
2021-01-09 04:00:00;50,02;49,39;50,47;49,63;49,63;50,25;49,63;48,04;50,07;48,69;48,04;49,83;49,00;-;50,25;7,06;18,94
2021-01-09 05:00:00;49,1;48,95;51,33;47,77;47,77;50,25;47,2;47,77;49,34;49,59;47,77;50,61;49,01;-;50,25;37,9;30,16
2021-01-09 06:00:00;49,57;49,92;53,04;49,57;49,57;51,39;46,72;48,26;50,00;48,26;48,26;54,09;49,95;-;51,39;41,2;49,95
2021-01-09 07:00:00;53,82;53,93;57,26;53,82;53,82;55,62;50,49;52,16;54,25;52,16;52,16;58,28;53,2;-;56,38;41,2;53,2
2021-01-09 08:00:00;59,8;59,34;59,8;59,8;59,8;59,8;59,8;58,11;59,8;58,36;58,36;61,8;57,3;-;59,8;57,45;57,3
2021-01-09 09:00:00;66,92;65,83;66,92;66,92;66,92;66,92;66,92;64,68;66,92;64,68;64,68;65,48;63,07;-;66,92;66,92;63,07
2021-01-09 10:00:00;67,71;66,86;67,71;67,71;67,71;67,71;67,71;65,61;67,71;65,61;65,61;67,33;65,00;-;67,71;67,71;65,00
2021-01-09 11:00:00;68,00;67,01;68,00;68,00;68,00;68,00;68,00;65,89;68,00;65,89;65,89;66,38;65,07;-;68,00;68,00;65,07
2021-01-09 12:00:00;67,01;66,23;67,01;67,01;67,01;67,01;67,01;64,97;67,01;65,22;65,22;66,08;65,00;-;67,01;67,01;65,00
2021-01-09 13:00:00;62,53;62,25;62,53;62,53;62,53;62,53;62,53;60,55;62,53;61,03;61,03;63,57;63,44;-;62,53;62,53;63,44
2021-01-09 14:00:00;60,00;60,24;60,00;60,00;60,00;60,00;60,00;58,14;60,00;59,75;59,75;62,51;62,48;-;60,00;60,00;62,48
2021-01-09 15:00:00;60,00;60,38;60,00;60,00;60,00;60,00;60,00;58,14;60,00;60,00;60,00;62,15;63,94;-;60,00;60,00;63,94
2021-01-09 16:00:00;62,78;63,16;62,78;62,78;62,78;62,78;62,78;60,83;62,78;62,78;62,78;64,79;66,9;-;62,78;62,78;71,97
2021-01-09 17:00:00;69,92;70,1;69,92;69,92;69,92;69,92;69,92;68,87;69,92;69,92;69,92;70,46;72,42;-;69,92;69,92;77,93
2021-01-09 18:00:00;71,99;71,2;71,99;71,99;71,99;71,99;71,99;69,69;71,99;70,26;70,26;71,09;70,00;-;71,99;71,99;75,95
2021-01-09 19:00:00;68,95;68,31;68,95;68,95;68,95;68,95;68,95;65,77;68,95;67,3;67,3;70,33;66,96;-;68,95;68,95;73,91
2021-01-09 20:00:00;62,66;61,57;62,66;62,66;62,66;62,66;62,66;49,93;62,66;61,16;61,16;65,00;64,01;-;62,66;62,66;68,32
2021-01-09 21:00:00;56,54;56,58;61,27;53,85;55,19;59,00;53,21;47,95;57,13;60,03;55,19;60,06;59,5;-;59,00;57,13;60,2
2021-01-09 22:00:00;55,81;53,75;57,2;54,13;54,13;56,53;54,77;43,47;55,97;55,8;43,47;59,17;56,56;-;56,53;55,97;56,56
2021-01-09 23:00:00;50,85;48,3;58,67;44,93;44,93;54,86;45,00;36,64;51,72;49,69;36,64;57,05;51,13;-;55,41;51,72;51,13
2021-01-10 00:00:00;54,65;47,73;58,89;38,84;38,84;56,86;51,72;38,84;55,11;43,11;38,84;58,68;45,3;-;57,00;55,11;45,3
2021-01-10 01:00:00;51,79;45,8;59,39;35,97;35,97;55,75;45,73;35,97;52,62;45,66;35,97;56,41;44,4;-;55,75;52,62;35,57
2021-01-10 02:00:00;50,58;43,86;55,48;34,35;34,35;53,14;46,3;34,35;51,12;41,55;34,35;53,43;44,08;-;53,14;51,12;31,83
2021-01-10 03:00:00;47,98;42,29;50,00;33,87;33,87;49,03;46,39;33,87;48,2;40,96;33,87;50,74;44,36;-;49,03;48,2;32,85
2021-01-10 04:00:00;47,6;41,84;49,24;33,84;33,84;48,45;46,3;33,84;47,78;41,45;33,84;48,87;42,74;-;48,45;47,78;32,85
2021-01-10 05:00:00;47,59;41,95;50,43;34,21;34,21;49,07;45,35;34,21;47,9;44,88;34,21;48,29;38,65;-;49,07;47,9;35,04
2021-01-10 06:00:00;42,09;41,82;56,92;34,03;34,03;50,87;46,3;34,03;44,89;37,94;34,03;50,71;36,32;-;52,5;44,89;36,32
2021-01-10 07:00:00;44,56;43,25;54,27;37,61;37,61;50,23;46,1;37,61;46,31;37,7;37,61;52,69;38,06;-;57,23;46,31;38,06
2021-01-10 08:00:00;49,46;45,7;52,69;39,09;39,09;51,6;53,13;39,09;50,21;39,1;39,09;54,8;44,8;-;57,3;50,21;44,8
2021-01-10 09:00:00;54,96;48,92;59,6;40,76;40,76;57,43;51,88;40,76;55,52;41,47;40,76;58,65;50,5;-;57,43;55,52;50,5
2021-01-10 10:00:00;53,63;50,81;64,49;44,16;44,16;59,45;47,2;44,16;55,01;44,44;44,16;59,8;51,85;-;59,45;55,01;51,85
2021-01-10 11:00:00;55,57;52,64;66,8;46,24;46,24;61,53;48,1;45,34;56,97;46,24;46,24;60,34;55,03;-;61,53;56,97;55,03
2021-01-10 12:00:00;54,17;51,66;65,92;44,76;44,76;60,39;46,3;44,76;55,61;45,81;44,76;61,34;53,83;-;60,39;55,61;53,83
2021-01-10 13:00:00;52,62;50,38;59,79;44,34;44,34;56,41;47,81;44,34;53,49;48,68;44,34;59,74;50,87;-;56,41;53,49;50,87
2021-01-10 14:00:00;53,18;49,65;53,18;45,45;45,45;53,18;53,18;45,45;53,18;45,45;45,45;56,13;50,00;-;53,18;53,18;50,00
2021-01-10 15:00:00;54,85;51,24;54,85;48,03;48,03;54,85;54,85;46,67;54,85;48,03;48,03;55,4;50,00;-;54,85;54,85;50,00
2021-01-10 16:00:00;56,52;55,64;56,52;55,87;55,87;56,52;56,52;50,72;56,52;55,17;55,17;58,34;54,77;-;56,52;56,52;54,77
2021-01-10 17:00:00;62,09;60,92;62,09;62,09;62,09;62,09;62,09;54,95;62,09;59,67;59,67;62,11;61,2;-;62,09;62,09;61,2
2021-01-10 18:00:00;63,41;61,86;66,39;63,41;63,41;65,11;63,41;53,34;63,91;56,58;56,58;66,97;61,35;-;65,11;63,91;61,35
2021-01-10 19:00:00;56,39;61,16;87,18;55,24;55,24;73,91;55,24;49,39;61,53;55,04;55,04;65,05;59,95;-;68,77;61,53;59,95
2021-01-10 20:00:00;55,64;54,23;70,42;48,05;48,05;63,58;48,05;46,43;57,63;48,05;48,05;62,05;56,17;-;63,58;57,63;56,17
2021-01-10 21:00:00;53,33;50,32;61,02;44,49;44,49;57,43;46,94;44,49;54,33;44,49;44,49;60,08;51,32;-;57,43;54,33;51,32
2021-01-10 22:00:00;52,05;48,04;61,11;40,07;40,07;56,84;45,02;40,07;53,1;44,44;40,07;59,99;47,7;-;56,84;53,1;47,7
2021-01-10 23:00:00;37,24;46,95;78,69;35,88;35,88;60,72;45,1;35,88;43,18;43,82;35,88;59,27;42,1;-;56,34;43,18;42,1
2021-01-11 00:00:00;44,9;48,09;69,33;44,9;44,9;58,25;47,75;40,6;48,27;41,52;40,6;60,00;32,86;-;52,26;48,27;32,86
2021-01-11 01:00:00;44,74;45,22;60,26;39,59;39,59;53,19;46,1;39,59;46,88;41,37;39,59;58,41;32,86;-;50,02;46,88;28,54
2021-01-11 02:00:00;45,06;43,91;55,75;37,78;37,78;50,87;45,33;37,78;46,52;41,42;37,78;58,95;33,01;-;50,01;46,52;24,65
2021-01-11 03:00:00;44,07;41,51;47,3;35,43;35,43;47,69;44,59;35,43;44,96;41,5;35,43;57,13;31,72;-;47,69;44,96;19,28
2021-01-11 04:00:00;44,53;41,63;45,53;37,29;37,29;46,36;44,58;37,29;44,97;40,97;37,29;54,04;32,37;-;46,36;44,97;27,84
2021-01-11 05:00:00;42,74;44,79;47,9;41,41;41,41;52,3;43,41;41,41;45,03;44,33;41,41;58,66;35,43;-;52,3;45,03;35,43
2021-01-11 06:00:00;54,62;52,1;67,92;42,78;42,78;62,51;44,19;42,78;56,55;54,8;42,78;65,51;50,5;-;62,51;56,55;50,5
2021-01-11 07:00:00;67,11;63,5;84,36;50,34;60,24;77,9;52,00;50,34;69,71;60,24;60,24;76,00;57,08;-;77,52;69,71;57,08
2021-01-11 08:00:00;70,59;66,6;64,08;57,25;60,42;86,4;59,15;57,25;74,00;60,42;60,42;90,17;63,00;-;86,4;74,00;65,67
2021-01-11 09:00:00;58,32;67,78;114,43;49,62;49,62;89,06;59,19;49,62;66,85;62,36;49,62;92,01;63,18;-;89,06;66,85;66,88
2021-01-11 10:00:00;55,89;60,64;79,9;47,57;47,57;77,2;52,00;47,57;61,33;62,06;47,57;85,05;59,27;-;77,2;61,33;65,46
2021-01-11 11:00:00;54,49;57,11;65,00;44,64;44,64;74,07;46,12;44,64;59,18;65,51;44,64;82,77;57,00;-;74,07;59,18;61,56
2021-01-11 12:00:00;53,35;54,63;47,8;43,33;43,33;72,94;45,6;43,33;57,73;65,5;43,33;77,08;61,00;-;72,75;57,73;61,00
2021-01-11 13:00:00;48,39;53,22;41,25;42,61;42,61;71,38;45,1;42,61;53,6;65,13;42,61;77,54;60,98;-;71,38;53,6;60,98
2021-01-11 14:00:00;49,57;52,84;47,3;42,05;42,05;69,21;45,9;42,05;54,07;62,27;42,05;74,21;60,12;-;69,21;54,07;60,12
2021-01-11 15:00:00;50,96;53,07;47,8;42,31;42,31;69,04;45,07;42,31;55,07;62,14;42,31;72,36;63,00;-;70,00;55,07;65,16
2021-01-11 16:00:00;49,12;53,61;50,00;43,28;43,28;69,81;45,9;43,28;53,95;60,56;43,28;74,38;62,00;-;72,75;53,95;72,07
2021-01-11 17:00:00;53,44;60,04;93,05;44,98;44,98;75,00;52,00;44,98;59,18;60,43;44,98;79,86;61,00;-;75,00;59,18;77,67
2021-01-11 18:00:00;47,94;57,5;71,9;42,93;42,93;83,00;44,35;42,93;56,52;60,25;42,93;85,6;59,12;-;83,00;56,52;69,18
2021-01-11 19:00:00;42,16;53,5;49,9;39,71;39,71;79,63;40,5;39,71;51,05;60,2;39,71;83,7;64,67;-;79,63;51,05;64,67
2021-01-11 20:00:00;38,03;47,83;45,4;37,11;37,11;70,95;38,34;37,11;47,96;49,55;37,11;75,02;50,5;-;70,95;47,96;59,04
2021-01-11 21:00:00;34,24;43,35;24,8;34,24;34,24;64,41;45,1;34,24;40,98;44,4;34,24;70,17;50,00;-;64,41;40,98;51,54
2021-01-11 22:00:00;34,01;44,37;50,33;34,01;33,21;62,25;34,31;33,21;40,32;50,85;33,21;65,91;50,5;-;62,25;40,32;50,5
2021-01-11 23:00:00;27,39;39,15;46,94;27,39;27,39;61,12;27,39;28,26;34,92;45,65;27,39;62,18;41,97;-;61,12;34,92;41,97
2021-01-12 00:00:00;18,96;36,33;43,62;18,96;19,43;56,18;24,43;26,16;49,00;41,35;19,43;59,65;41,39;-;60,58;49,00;41,39
2021-01-12 01:00:00;15,82;33,4;40,46;15,82;15,82;55,26;24,61;25,43;42,96;37,51;15,82;56,8;36,96;-;58,00;42,96;36,96
2021-01-12 02:00:00;19,00;32,99;39,24;19,00;19,00;54,67;19,51;24,93;42,00;37,5;19,00;55,1;32,99;-;54,67;42,00;32,99
2021-01-12 03:00:00;24,14;33,79;37,73;24,14;24,14;48,16;24,38;25,25;41,4;37,51;24,14;52,02;32,85;-;50,00;41,4;32,85
2021-01-12 04:00:00;27,00;35,11;38,06;27,00;27,00;46,57;27,16;28,00;41,4;38,19;27,00;50,84;35,02;-;49,5;41,4;35,02
2021-01-12 05:00:00;35,94;41,06;43,39;35,94;35,94;48,86;36,18;35,03;38,85;45,45;35,03;53,69;43,3;-;58,06;41,4;43,3
2021-01-12 06:00:00;40,96;47,61;48,84;40,96;40,96;50,05;47,7;40,14;49,04;49,52;40,14;61,09;55,24;-;66,79;66,79;55,24
2021-01-12 07:00:00;54,51;59,24;62,59;54,51;54,51;65,4;60,00;54,51;64,01;54,51;54,51;69,07;58,00;-;72,00;72,00;69,76
2021-01-12 08:00:00;60,64;63,07;62,16;60,64;60,64;62,12;62,65;60,64;68,92;60,64;60,64;73,58;61,11;-;84,24;84,24;77,18
2021-01-12 09:00:00;54,96;65,01;74,14;54,96;54,96;68,46;83,13;54,96;69,97;57,49;54,96;76,96;65,1;-;81,55;81,55;80,14
2021-01-12 10:00:00;56,5;63,84;68,59;56,5;56,5;67,79;71,00;56,5;69,91;60,04;56,5;72,88;66,00;-;76,33;76,33;72,31
2021-01-12 11:00:00;57,88;62,6;64,34;55,34;57,88;70,78;57,17;55,34;68,99;60,41;57,88;73,1;67,41;-;72,72;72,72;70,49
2021-01-12 12:00:00;59,64;62,18;64,92;50,1;59,64;70,7;58,39;50,1;68,92;60,43;59,64;72,67;68,45;-;70,7;70,7;68,45
2021-01-12 13:00:00;54,94;59,91;61,9;48,05;54,94;69,5;53,39;48,05;65,98;61,53;54,94;72,69;68,00;-;69,5;69,5;68,00
2021-01-12 14:00:00;51,55;58,41;59,82;48,04;50,31;68,77;49,63;48,04;69,93;61,4;50,31;70,02;66,2;-;71,56;71,56;68,23
2021-01-12 15:00:00;55,56;61,03;64,18;52,01;54,23;73,6;53,73;52,01;69,92;60,33;54,23;70,35;66,69;-;73,6;73,6;70,43
2021-01-12 16:00:00;63,01;64,79;66,47;61,06;61,5;65,63;68,02;61,06;68,91;61,94;61,5;70,65;65,95;-;75,00;75,00;80,49
2021-01-12 17:00:00;64,6;70,25;79,66;64,12;64,12;74,76;87,19;64,12;69,06;64,12;64,12;73,6;67,89;-;80,25;80,25;87,78
2021-01-12 18:00:00;61,89;68,1;92,21;60,4;60,4;78,93;62,4;60,4;67,48;60,4;60,4;82,74;63,3;-;78,93;78,93;85,74
2021-01-12 19:00:00;54,9;62,98;90,1;50,45;53,58;77,1;53,3;50,45;64,07;60,47;53,58;79,28;60,42;-;77,1;77,1;81,91
2021-01-12 20:00:00;53,25;58,07;84,09;41,79;50,3;70,00;53,3;41,79;60,02;60,07;50,3;71,44;55,7;-;70,00;70,00;69,6
2021-01-12 21:00:00;44,84;50,04;55,98;40,71;40,71;60,03;54,4;40,71;55,03;47,37;40,71;64,03;50,81;-;63,21;63,21;62,62
2021-01-12 22:00:00;38,68;49,29;68,00;37,75;37,75;61,56;48,4;37,75;49,08;50,77;37,75;62,93;50,5;-;61,56;61,56;55,03
2021-01-12 23:00:00;37,24;46,17;65,8;34,62;34,62;59,97;45,69;34,62;42,92;49,13;34,62;60,9;44,98;-;59,97;59,97;44,98
2021-01-13 00:00:00;34,59;44,33;54,47;33,03;33,03;64,68;47,6;33,03;42,4;45,11;33,03;60,36;40,85;-;64,68;42,4;40,85
2021-01-13 01:00:00;33,47;43,05;53,4;32,43;32,43;61,6;48,3;32,43;42,4;41,69;32,43;58,73;37,74;-;61,6;42,4;37,74
2021-01-13 02:00:00;32,36;42,25;51,67;31,58;31,58;60,99;47,6;31,58;42,4;41,45;31,58;57,57;36,74;-;60,99;42,4;36,74
2021-01-13 03:00:00;30,84;40,49;46,79;30,84;30,84;55,84;40,00;30,84;47,06;41,47;30,84;55,00;35,91;-;55,84;47,06;35,91
2021-01-13 04:00:00;31,68;40,79;45,85;31,68;31,68;55,43;34,98;31,68;49,91;41,49;31,68;54,87;39,46;-;55,43;49,91;39,46
2021-01-13 05:00:00;36,81;46,5;52,84;36,81;36,81;61,4;47,6;36,81;50,62;45,86;36,81;58,94;47,01;-;61,4;52,1;47,01
2021-01-13 06:00:00;41,87;54,67;70,00;41,87;41,87;71,2;52,5;41,87;65,95;53,44;41,87;64,78;55,97;-;71,2;66,07;55,97
2021-01-13 07:00:00;46,21;60,75;69,89;46,21;46,21;84,00;61,00;46,21;69,91;61,3;46,21;74,4;62,9;-;84,00;69,91;70,02
2021-01-13 08:00:00;56,14;65,9;73,37;56,14;56,14;88,33;58,00;56,14;69,99;63,89;56,14;80,72;66,04;-;88,33;88,33;78,00
2021-01-13 09:00:00;47,71;64,16;76,94;47,71;47,71;95,46;57,1;47,71;71,91;64,12;47,71;83,18;66,24;-;95,46;95,46;76,57
2021-01-13 10:00:00;46,23;60,8;68,19;46,23;46,23;85,08;53,05;46,23;69,94;62,78;46,23;78,92;65,9;-;85,08;81,59;69,02
2021-01-13 11:00:00;43,82;58,91;65,00;43,82;43,82;81,07;51,00;43,82;69,95;64,12;43,82;77,65;63,98;-;81,07;73,1;63,98
2021-01-13 12:00:00;41,22;56,89;65,58;41,22;41,22;83,76;49,6;41,22;63,12;62,00;41,22;73,99;62,89;-;77,00;73,1;62,89
2021-01-13 13:00:00;40,04;55,06;62,58;40,04;40,04;77,56;51,03;40,04;54,52;64,1;40,04;72,99;62,77;-;77,56;72,03;62,77
2021-01-13 14:00:00;39,47;55,61;62,55;39,47;39,47;76,37;54,1;39,47;60,03;62,86;39,47;73,33;64,6;-;76,37;60,03;64,6
2021-01-13 15:00:00;41,17;57,78;64,35;41,17;41,17;77,78;57,1;41,17;68,00;64,76;41,17;73,93;65,00;-;77,78;68,00;67,04
2021-01-13 16:00:00;45,91;64,54;86,96;45,91;45,91;73,58;90,91;45,91;69,98;68,47;45,91;70,9;65,55;-;81,79;81,79;74,62
2021-01-13 17:00:00;55,49;73,63;100,48;55,49;55,49;86,42;123,12;55,49;71,97;67,65;55,49;73,3;65,00;-;86,42;86,42;78,84
2021-01-13 18:00:00;54,51;69,18;109,97;54,51;54,51;87,69;71,00;54,51;72,96;64,87;54,51;72,49;63,97;-;87,69;87,69;77,91
2021-01-13 19:00:00;49,28;65,3;111,01;48,1;48,1;85,96;63,00;48,1;69,98;62,45;48,1;70,86;62,65;-;85,96;84,12;71,86
2021-01-13 20:00:00;48,65;58,52;70,00;47,14;47,14;69,55;54,1;47,14;69,9;61,93;47,14;66,44;63,23;-;75,74;69,9;66,93
2021-01-13 21:00:00;41,89;52,83;62,17;40,88;40,88;58,41;65,00;40,88;63,48;53,74;40,88;62,00;52,81;-;71,79;63,48;56,91
2021-01-13 22:00:00;41,00;51,07;58,68;40,02;40,02;64,64;51,2;40,02;61,61;54,37;40,02;61,09;50,1;-;69,49;61,61;53,85
2021-01-13 23:00:00;38,97;48,75;62,8;38,03;38,03;65,7;54,1;38,03;47,92;49,58;38,03;60,04;43,94;-;65,7;47,92;45,46
2021-01-14 00:00:00;37,3;50,79;67,98;37,3;37,3;57,65;84,9;37,3;45,02;44,16;37,3;60,6;49,14;-;70,6;70,6;49,14
2021-01-14 01:00:00;36,91;47,08;59,3;36,91;36,91;58,6;61,05;36,91;42,34;44,17;36,91;57,74;47,09;-;69,83;69,83;47,09
2021-01-14 02:00:00;36,98;45,31;52,5;36,98;36,98;57,71;48,18;36,98;43,47;46,29;36,98;57,47;44,89;-;66,83;66,83;44,89
2021-01-14 03:00:00;39,82;44,4;49,9;39,44;39,44;45,96;50,13;39,44;41,48;45,26;39,44;52,98;44,92;-;62,98;62,98;44,92
2021-01-14 04:00:00;43,2;44,55;44,03;42,16;42,16;43,7;44,00;42,16;43,33;45,87;42,16;52,02;48,5;-;62,1;62,1;48,5
2021-01-14 05:00:00;46,45;48,42;47,58;45,34;45,34;47,91;46,84;45,34;46,76;52,54;45,34;58,04;51,62;-;67,17;67,17;51,62
2021-01-14 06:00:00;60,04;60,22;60,04;58,6;58,6;60,04;60,04;54,98;60,04;65,76;58,6;64,09;61,68;-;73,26;73,26;61,68
2021-01-14 07:00:00;79,9;78,15;79,9;79,9;81,34;79,9;79,9;81,34;79,9;66,16;81,34;74,14;75,82;-;89,14;89,14;75,82
2021-01-14 08:00:00;88,82;86,74;88,82;88,82;91,00;88,82;88,82;91,00;88,82;71,8;91,00;82,37;82,91;-;97,68;97,68;82,91
2021-01-14 09:00:00;89,27;87,11;89,27;89,27;89,27;89,27;89,27;89,27;89,27;72,1;89,27;85,92;85,98;-;100,33;100,33;85,98
2021-01-14 10:00:00;89,63;87,15;89,63;89,63;89,63;89,63;89,63;89,63;89,63;71,63;89,63;85,46;84,5;-;95,46;95,46;84,5
2021-01-14 11:00:00;91,05;88,47;91,05;91,05;91,05;91,05;91,05;91,05;91,05;72,67;91,05;87,08;85,03;-;91,37;91,37;85,03
2021-01-14 12:00:00;88,75;86,57;88,75;88,75;88,91;88,75;88,75;88,75;88,75;72,24;88,91;85,7;83,97;-;84,17;84,17;83,97
2021-01-14 13:00:00;87,1;85,33;87,1;87,1;89,24;87,1;87,1;87,1;87,1;71,77;89,24;83,74;82,00;-;84,00;84,00;82,00
2021-01-14 14:00:00;83,98;82,92;83,98;83,98;86,04;83,98;83,98;83,98;83,98;69,38;86,04;84,2;82,63;-;83,68;83,68;82,63
2021-01-14 15:00:00;79,96;82,26;79,96;79,96;91,21;79,96;79,96;79,96;79,96;71,54;91,21;86,1;85,00;-;86,00;86,00;85,00
2021-01-14 16:00:00;83,42;86,85;83,42;83,42;99,94;83,42;83,42;83,42;83,42;75,07;99,94;89,04;90,82;-;94,85;94,85;90,82
2021-01-14 17:00:00;100,67;97,34;97,56;100,67;103,14;95,98;100,1;100,67;100,31;74,7;103,14;96,6;97,9;-;96,37;96,37;97,9
2021-01-14 18:00:00;90,16;90,13;90,16;90,16;92,38;90,16;90,16;90,16;90,16;72,68;92,38;97,03;96,00;-;93,49;93,49;96,00
2021-01-14 19:00:00;87,7;86,17;87,7;87,7;87,7;87,7;87,7;87,7;87,7;72,24;87,7;87,03;87,02;-;85,8;85,8;87,02
2021-01-14 20:00:00;74,58;74,17;74,58;74,58;74,58;74,58;74,58;74,58;74,58;68,43;74,58;75,3;75,5;-;78,00;78,00;75,5
2021-01-14 21:00:00;62,74;63,61;62,74;62,74;62,74;62,74;62,74;62,74;62,74;62,74;62,74;68,09;67,00;-;75,5;75,5;67,00
2021-01-14 22:00:00;59,82;60,74;59,82;59,82;59,82;59,82;59,82;59,82;59,82;62,01;59,82;65,09;62,51;-;72,00;72,00;62,51
2021-01-14 23:00:00;55,6;56,24;55,6;55,6;55,6;55,6;55,6;55,6;55,6;55,6;55,6;61,98;56,26;-;69,14;69,14;56,26
2021-01-15 00:00:00;48,98;50,78;48,98;48,98;48,98;48,98;48,98;48,98;48,98;52,86;48,98;59,81;54,12;-;53,51;48,98;54,12
2021-01-15 01:00:00;48,66;49,66;48,66;48,66;48,66;48,66;48,66;47,49;48,66;51,1;47,49;55,54;52,68;-;48,66;48,66;52,68
2021-01-15 02:00:00;47,7;48,57;47,7;47,7;47,7;47,7;47,7;46,22;47,7;49,78;46,22;54,63;51,21;-;47,7;47,7;51,21
2021-01-15 03:00:00;46,6;47,46;46,6;46,6;46,6;46,6;46,6;45,3;46,6;48,64;45,3;53,71;49,51;-;46,6;46,6;49,51
2021-01-15 04:00:00;48,00;48,53;48,00;48,00;48,00;48,00;48,00;46,46;48,00;49,09;46,85;53,77;49,65;-;48,00;48,00;49,65
2021-01-15 05:00:00;51,52;52,38;51,52;51,52;51,52;51,52;51,52;49,87;51,52;53,97;51,52;57,76;53,94;-;54,5;51,52;53,94
2021-01-15 06:00:00;62,97;63,6;62,97;62,97;62,97;62,97;62,97;62,97;62,97;62,97;62,97;67,4;65,45;-;64,95;62,97;65,45
2021-01-15 07:00:00;77,94;79,25;77,94;77,94;79,86;77,94;77,94;79,86;77,94;64,66;79,86;87,75;90,1;-;77,94;77,94;90,1
